Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Quin,2024-07-31 14:55:08,00:00:32,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip 4: Geek Girl,HOOK,TCL Malone HDR10 Smart TV,00:00:32,00:00:32,US (United States)
Quin,2024-07-31 14:54:37,00:00:22,Autoplayed: user action: None; ,Vikings: Season 1 - CLM 10,HOOK,TCL Malone HDR10 Smart TV,00:00:22,00:00:22,US (United States)
Quin,2024-07-31 14:54:25,00:00:09,Autoplayed: user action: None; ,Main Character Clip 4: A Family Affair,HOOK,TCL Malone HDR10 Smart TV,00:00:09,00:00:09,US (United States)
Quin,2024-07-31 14:54:14,00:00:08,Autoplayed: user action: None; ,The Last Kingdom: Season 5 - CLM 13,HOOK,TCL Malone HDR10 Smart TV,00:00:08,00:00:08,US (United States)
Quin,2024-07-31 14:53:53,00:00:11,Autoplayed: user action: None; ,All American: Season 1 - CLM 7,HOOK,TCL Malone HDR10 Smart TV,00:00:11,00:00:11,US (United States)
Quin,2024-07-31 14:52:45,00:01:04,Autoplayed: user action: None; ,Master of the House: Season 1 - Baseline Clip 1,HOOK,TCL Malone HDR10 Smart TV,00:01:04,00:01:04,US (United States)
Quin,2024-07-21 07:56:54,00:12:09,,Vikings: Valhalla: Season 3: Return to Kattegat (Episode 6),,TCL Malone HDR10 Smart TV,00:15:52,00:15:52,US (United States)
Quin,2024-07-21 07:42:55,00:12:26,,Vikings: Valhalla: Season 3: Greenland (Episode 5),,TCL Malone HDR10 Smart TV,00:41:47,00:41:47,US (United States)
Quin,2024-07-21 07:40:42,00:00:17,,Vikings: Valhalla: Season 3: The End of Jomsborg (Episode 4),,TCL Malone HDR10 Smart TV,00:45:13,00:45:13,US (United States)
Quin,2024-07-21 03:17:33,00:16:05,,Sex and the City: Season 2: La Douleur Exquise (Episode 12),,TCL Malone HDR10 Smart TV,00:16:06,00:16:06,US (United States)
Quin,2024-07-21 03:05:13,00:12:17,,Sex and the City: Season 2: Evolution (Episode 11),,TCL Malone HDR10 Smart TV,00:25:49,00:25:49,US (United States)
Quin,2024-07-21 02:43:44,00:10:24,,Sex and the City: Season 2: Evolution (Episode 11),,TCL Malone HDR10 Smart TV,00:13:39,Not latest view,US (United States)
Quin,2024-07-21 02:43:24,00:00:17,Autoplayed: user action: None; ,Sex and the City: Clip 1,HOOK,TCL Malone HDR10 Smart TV,00:00:17,00:00:17,US (United States)
Quin,2024-07-21 02:42:35,00:00:26,Autoplayed: user action: None; ,The Double (Chinese Drama): Season 1_hook_02_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:26,Not latest view,US (United States)
Quin,2024-07-21 02:42:12,00:00:01,Autoplayed: user action: None; ,Master of the House: Limited Series: The Last Supper (Episode 1),,TCL Malone HDR10 Smart TV,00:00:01,00:00:01,US (United States)
Quin,2024-07-21 02:39:45,00:01:06,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: Master of the House,HOOK,TCL Malone HDR10 Smart TV,00:01:06,00:01:06,US (United States)
Quin,2024-07-14 00:23:10,00:00:08,Autoplayed: user action: None; ,Suits: Season 1_hook_primary_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:08,00:00:08,US (United States)
Quin,2024-07-14 00:22:27,00:00:36,Autoplayed: user action: None; ,Teaser: Miss Night and Day,TEASER_TRAILER,TCL Malone HDR10 Smart TV,00:00:36,00:00:36,US (United States)
Quin,2024-07-14 00:21:41,00:00:35,Autoplayed: user action: None; ,Season 1 Supporting Character Clip 2: Supacell,HOOK,TCL Malone HDR10 Smart TV,00:00:35,00:00:35,US (United States)
Quin,2024-07-07 20:00:22,00:01:23,Autoplayed: user action: None; ,Sex and the City: Clip 1,HOOK,TCL Malone HDR10 Smart TV,00:01:23,Not latest view,US (United States)
Quin,2024-07-07 19:59:27,00:00:44,Autoplayed: user action: None; ,Season 1 Teaser 1: Desperate Lies,TEASER_TRAILER,TCL Malone HDR10 Smart TV,00:00:44,00:00:44,US (United States)
Quin,2024-06-30 05:35:36,00:03:14,,Sex and the City: Season 2: Evolution (Episode 11),,TCL Malone HDR10 Smart TV,00:03:16,Not latest view,US (United States)
Quin,2024-06-30 05:30:51,00:04:41,,Sex and the City: Season 2: The Caste System (Episode 10),,TCL Malone HDR10 Smart TV,00:26:31,00:26:31,US (United States)
Quin,2024-06-30 05:05:06,00:21:54,Autoplayed: user action: User_Interaction; ,Sex and the City: Season 2: The Caste System (Episode 10),,TCL Malone HDR10 Smart TV,00:21:56,Not latest view,US (United States)
Quin,2024-06-30 04:39:57,00:25:02,,"Sex and the City: Season 2: Old Dogs, New D**ks (Episode 9)",,TCL Malone HDR10 Smart TV,00:25:45,00:25:45,US (United States)
Quin,2024-06-30 04:13:55,00:24:50,Autoplayed: user action: User_Interaction; ,"Sex and the City: Season 2: The Man, the Myth, the Viagra (Episode 8)",,TCL Malone HDR10 Smart TV,00:23:53,00:23:53,US (United States)
Quin,2024-06-30 04:13:28,00:00:09,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip: AMERICA'S SWEETHEARTS: The Dallas Cowboys Cheerleaders,HOOK,TCL Malone HDR10 Smart TV,00:00:09,Not latest view,US (United States)
Quin,2024-06-30 04:13:18,00:00:04,Autoplayed: user action: None; ,Part 1 Plot Clip: The Glory,HOOK,TCL Malone HDR10 Smart TV,00:00:04,00:00:04,US (United States)
Quin,2024-06-30 04:13:04,00:00:06,Autoplayed: user action: None; ,Miss Night and Day: Limited Series_hook_02_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Quin,2024-06-30 04:12:38,00:00:04,Autoplayed: user action: None; ,Season 1 Clip 6: Kaulitz & Kaulitz,HOOK,TCL Malone HDR10 Smart TV,00:00:04,00:00:04,US (United States)
Quin,2024-06-30 04:12:04,00:00:13,Autoplayed: user action: None; ,Genre Specific Moment Clip: Drawing Closer,HOOK,TCL Malone HDR10 Smart TV,00:00:13,00:00:13,US (United States)
Quin,2024-06-30 04:11:53,00:00:07,Autoplayed: user action: None; ,Limited Series Cliffhanger Clip: The Whirlwind,HOOK,TCL Malone HDR10 Smart TV,00:00:07,00:00:07,US (United States)
Quin,2024-06-30 04:11:32,00:00:16,Autoplayed: user action: None; ,Season 2 Informative Clip: Worst Roommate Ever,HOOK,TCL Malone HDR10 Smart TV,00:00:16,00:00:16,US (United States)
Quin,2024-06-30 04:11:24,00:00:04,Autoplayed: user action: None; ,Season 1 Supporting Character Clip 2: Supacell,HOOK,TCL Malone HDR10 Smart TV,00:00:04,Not latest view,US (United States)
Quin,2024-06-30 04:11:00,00:00:21,Autoplayed: user action: None; ,Season 1 High Context Clip: Owning Manhattan,HOOK,TCL Malone HDR10 Smart TV,00:00:21,00:00:21,US (United States)
Quin,2024-06-30 04:10:39,00:00:17,Autoplayed: user action: None; ,Main Character Clip 4: A Family Affair,HOOK,TCL Malone HDR10 Smart TV,00:00:17,Not latest view,US (United States)
Quin,2024-06-30 04:10:30,00:00:06,Autoplayed: user action: None; ,Inciting Incident Clip 2: Maharaj,HOOK,TCL Malone HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Quin,2024-06-30 04:10:06,00:00:10,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: Vikings: Valhalla,HOOK,TCL Malone HDR10 Smart TV,00:00:10,00:00:10,US (United States)
Quin,2024-06-30 04:09:58,00:00:06,Autoplayed: user action: None; ,Inciting Incident Clip 2: Maharaj,HOOK,TCL Malone HDR10 Smart TV,00:00:06,Not latest view,US (United States)
Quin,2024-06-30 04:09:35,00:00:19,Autoplayed: user action: None; ,Sex and the City: Clip 5,HOOK,TCL Malone HDR10 Smart TV,00:00:19,00:00:19,US (United States)
Quin,2024-06-26 03:24:51,00:23:54,,Sex and the City: Season 2: The Chicken Dance (Episode 7),,TCL Malone HDR10 Smart TV,00:23:56,00:23:56,US (United States)
Quin,2024-06-26 03:00:57,00:23:51,,Sex and the City: Season 2: The Cheating Curve (Episode 6),,TCL Malone HDR10 Smart TV,00:23:52,00:23:52,US (United States)
Quin,2024-06-26 02:48:28,00:12:25,,Sex and the City: Season 2: Four Women and a Funeral (Episode 5),,TCL Malone HDR10 Smart TV,00:26:27,00:26:27,US (United States)
Quin,2024-06-26 02:48:21,00:00:04,Autoplayed: user action: None; ,Sex and the City: Clip 1,HOOK,TCL Malone HDR10 Smart TV,00:00:04,Not latest view,US (United States)
Quin,2024-06-26 02:48:12,00:00:01,Autoplayed: user action: None; ,Dexter: Season 1: Dexter (Episode 1),,TCL Malone HDR10 Smart TV,00:00:01,00:00:01,US (United States)
Quin,2024-06-26 02:48:07,00:00:04,Autoplayed: user action: None; ,Dexter: Season 1: Dexter (Episode 1),,TCL Malone HDR10 Smart TV,00:00:04,Not latest view,US (United States)
Quin,2024-06-26 02:47:16,00:00:38,Autoplayed: user action: None; ,Dexter: Season 1_hook_primary_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:38,00:00:38,US (United States)
Quin,2024-06-26 02:46:51,00:00:18,Autoplayed: user action: None; ,Villain / Antagonist Clip: Trigger Warning,HOOK,TCL Malone HDR10 Smart TV,00:00:18,00:00:18,US (United States)
Quin,2024-06-24 03:51:44,00:14:04,,Sex and the City: Season 2: Four Women and a Funeral (Episode 5),,TCL Malone HDR10 Smart TV,00:14:05,Not latest view,US (United States)
Quin,2024-06-24 03:27:19,00:24:22,,"Sex and the City: Season 2: They Shoot Single People, Don't They? (Episode 4)",,TCL Malone HDR10 Smart TV,00:25:01,00:25:01,US (United States)
Quin,2024-06-24 03:03:05,00:24:11,Autoplayed: user action: User_Interaction; ,Sex and the City: Season 2: The Freak Show (Episode 3),,TCL Malone HDR10 Smart TV,00:24:47,00:24:47,US (United States)
Quin,2024-06-24 02:39:34,00:23:28,Autoplayed: user action: User_Interaction; ,Sex and the City: Season 2: The Awful Truth (Episode 2),,TCL Malone HDR10 Smart TV,00:24:04,00:24:04,US (United States)
Quin,2024-06-24 02:15:22,00:24:09,,Sex and the City: Season 2: Take Me Out to the Ballgame (Episode 1),,TCL Malone HDR10 Smart TV,00:24:10,00:24:10,US (United States)
Quin,2024-06-24 01:33:47,00:38:58,,Sex and the City: Season 1: Oh Come All Ye Faithful (Episode 12),,TCL Malone HDR10 Smart TV,00:25:44,00:25:44,US (United States)
Quin,2024-06-24 01:12:29,00:00:38,Autoplayed: user action: None; ,Sex and the City: Season 1: Oh Come All Ye Faithful (Episode 12),,TCL Malone HDR10 Smart TV,00:00:40,Not latest view,US (United States)
Quin,2024-06-24 00:48:27,00:23:57,,Sex and the City: Season 1: The Drought (Episode 11),,TCL Malone HDR10 Smart TV,00:24:36,00:24:36,US (United States)
Quin,2024-06-23 04:51:09,00:00:01,,Sex and the City: Season 1: The Drought (Episode 11),,TCL Malone HDR10 Smart TV,00:00:03,Not latest view,US (United States)
Quin,2024-06-23 04:29:31,00:21:33,Autoplayed: user action: User_Interaction; ,Sex and the City: Season 1: The Baby Shower (Episode 10),,TCL Malone HDR10 Smart TV,00:22:11,00:22:11,US (United States)
Quin,2024-06-23 04:29:20,00:00:06,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Perfect Match,HOOK,TCL Malone HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Quin,2024-06-21 03:32:22,00:00:05,Autoplayed: user action: None; ,Sex and the City: Season 1: The Baby Shower (Episode 10),,TCL Malone HDR10 Smart TV,00:00:07,Not latest view,US (United States)
Quin,2024-06-21 03:10:00,00:22:20,,Sex and the City: Season 1: The Turtle and the Hare (Episode 9),,TCL Malone HDR10 Smart TV,00:22:21,00:22:21,US (United States)
Quin,2024-06-21 03:05:20,00:04:37,,Sex and the City: Season 1: Three's a Crowd (Episode 8),,TCL Malone HDR10 Smart TV,00:23:19,00:23:19,US (United States)
Quin,2024-06-21 02:34:10,00:18:17,Autoplayed: user action: User_Interaction; ,Sex and the City: Season 1: Three's a Crowd (Episode 8),,TCL Malone HDR10 Smart TV,00:18:49,Not latest view,US (United States)
Quin,2024-06-21 02:10:29,00:23:39,,Sex and the City: Season 1: The Monogamists (Episode 7),,TCL Malone HDR10 Smart TV,00:23:40,00:23:40,US (United States)
Quin,2024-06-21 01:48:28,00:21:56,,Sex and the City: Season 1: Secret Sex (Episode 6),,TCL Malone HDR10 Smart TV,00:22:35,00:22:35,US (United States)
Quin,2024-06-21 01:47:36,00:00:06,,Sex and the City: Season 1: Sex and the City (Episode 1),,TCL Malone HDR10 Smart TV,00:00:43,00:00:43,US (United States)
Quin,2024-06-21 01:47:12,00:00:04,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Perfect Match,HOOK,TCL Malone HDR10 Smart TV,00:00:04,Not latest view,US (United States)
Quin,2024-06-20 03:10:14,00:24:56,,Hierarchy: Limited Series: Hierarchy: A League of Their Own (Episode 3),,TCL Malone HDR10 Smart TV,00:32:52,00:32:52,US (United States)
Quin,2024-06-20 03:09:58,00:00:13,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: Hierarchy,HOOK,TCL Malone HDR10 Smart TV,00:00:13,00:00:13,US (United States)
Quin,2024-06-20 03:09:26,00:00:08,Autoplayed: user action: None; ,Trailer: Miss Night and Day,TRAILER,TCL Malone HDR10 Smart TV,00:00:08,00:00:08,US (United States)
Quin,2024-06-20 03:07:42,00:01:24,Autoplayed: user action: None; ,Sex and the City: Clip 2,HOOK,TCL Malone HDR10 Smart TV,00:01:24,00:01:24,US (United States)
Quin,2024-06-20 03:07:08,00:00:32,Autoplayed: user action: None; ,Your Honor: Season 1_hook_05_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:32,00:00:32,US (United States)
Quin,2024-06-20 03:06:57,00:00:04,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: Hierarchy,HOOK,TCL Malone HDR10 Smart TV,00:00:04,Not latest view,US (United States)
Quin,2024-06-20 03:06:48,00:00:06,Autoplayed: user action: None; ,Trailer: Queen of Tears,TRAILER,TCL Malone HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Quin,2024-06-20 03:06:32,00:00:07,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip 4: Geek Girl,HOOK,TCL Malone HDR10 Smart TV,00:00:07,Not latest view,US (United States)
Quin,2024-06-20 03:06:24,00:00:06,Autoplayed: user action: None; ,Your Honor: Season 1_hook_05_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:06,Not latest view,US (United States)
Quin,2024-06-16 18:38:28,00:00:09,Autoplayed: user action: None; ,Your Honor: Season 1_hook_03_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:09,00:00:09,US (United States)
Quin,2024-06-16 18:37:22,00:00:05,Autoplayed: user action: None; ,Abang Adik_hook_primary_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:05,00:00:05,US (United States)
Quin,2024-06-16 15:09:02,00:00:20,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: Hierarchy,HOOK,TCL Malone HDR10 Smart TV,00:00:20,Not latest view,US (United States)
Quin,2024-06-16 15:08:39,00:00:16,Autoplayed: user action: None; ,Divergent_hook_01_16x9_backfill,HOOK,TCL Malone HDR10 Smart TV,00:00:16,00:00:16,US (United States)
Quin,2024-06-16 15:08:27,00:00:07,Autoplayed: user action: None; ,Teaser: Under Paris,TEASER_TRAILER,TCL Malone HDR10 Smart TV,00:00:07,00:00:07,US (United States)
Quin,2024-06-16 15:06:51,00:01:31,Autoplayed: user action: None; ,Limited Series Genre Specific Moment Clip: Eric,HOOK,TCL Malone HDR10 Smart TV,00:01:31,00:01:31,US (United States)
Quin,2024-06-16 15:06:23,00:00:24,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip: Raising Voices,HOOK,TCL Malone HDR10 Smart TV,00:00:24,00:00:24,US (United States)
Quin,2024-06-16 15:06:07,00:00:13,Autoplayed: user action: None; ,Inciting Incident Clip: Honeymoonish,HOOK,TCL Malone HDR10 Smart TV,00:00:13,00:00:13,US (United States)
Quin,2024-06-16 15:05:36,00:00:25,Autoplayed: user action: None; ,Season 1 High Context Clip: Dancing for the Devil: The 7M TikTok Cult,HOOK,TCL Malone HDR10 Smart TV,00:00:25,00:00:25,US (United States)
Quin,2024-06-16 15:05:30,00:00:04,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: The 8 Show,HOOK,TCL Malone HDR10 Smart TV,00:00:04,00:00:04,US (United States)
Quin,2024-06-16 15:04:52,00:00:34,Autoplayed: user action: None; ,Sex and the City: Clip 5,HOOK,TCL Malone HDR10 Smart TV,00:00:34,Not latest view,US (United States)
Quin,2024-06-16 15:04:43,00:00:05,Autoplayed: user action: None; ,Your Honor: Season 1_hook_03_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:05,Not latest view,US (United States)
Quin,2024-06-16 15:04:14,00:00:04,Autoplayed: user action: None; ,Season 1 Part 12 Clip 12: The Great Indian Kapil Show,HOOK,TCL Malone HDR10 Smart TV,00:00:04,00:00:04,US (United States)
Quin,2024-06-16 15:03:59,00:00:06,Autoplayed: user action: None; ,Miss Night and Day: Limited Series_hook_01_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Quin,2024-06-16 15:03:06,00:00:29,Autoplayed: user action: None; ,Season 5 Moment of High Emotion Clip 2: My Next Guest Needs No Introduction With David Letterman,HOOK,TCL Malone HDR10 Smart TV,00:00:29,00:00:29,US (United States)
Quin,2024-06-16 15:02:42,00:00:14,Autoplayed: user action: None; ,Season 2 High Context Clip 2: King of Collectibles: The Goldin Touch,HOOK,TCL Malone HDR10 Smart TV,00:00:14,00:00:14,US (United States)
Quin,2024-06-16 15:02:20,00:00:20,Autoplayed: user action: None; ,Tell Them You Love Me_hook_primary_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:20,00:00:20,US (United States)
Quin,2024-06-16 15:01:56,00:00:17,Autoplayed: user action: None; ,Teaser: The Atypical Family,TEASER_TRAILER,TCL Malone HDR10 Smart TV,00:00:25,00:00:25,US (United States)
Quin,2024-06-16 15:01:40,00:00:10,Autoplayed: user action: None; ,Teaser: The Atypical Family,TEASER_TRAILER,TCL Malone HDR10 Smart TV,00:00:10,Not latest view,US (United States)
Quin,2024-06-16 03:56:07,00:07:53,,Hierarchy: Limited Series: Hierarchy: A League of Their Own (Episode 3),,TCL Malone HDR10 Smart TV,00:07:57,Not latest view,US (United States)
Quin,2024-06-16 03:09:50,00:45:44,Autoplayed: user action: User_Interaction; ,Hierarchy: Limited Series: Secret: Within a Secret (Episode 2),,TCL Malone HDR10 Smart TV,01:01:09,01:01:09,US (United States)
Quin,2024-06-16 03:02:25,00:07:08,,Bridgerton: Season 3: Into the Light (Episode 8),,TCL Malone HDR10 Smart TV,01:07:17,01:07:17,US (United States)
Quin,2024-06-16 01:00:24,01:04:45,Autoplayed: user action: User_Interaction; ,Bridgerton: Season 3: Into the Light (Episode 8),,TCL Malone HDR10 Smart TV,01:00:11,Not latest view,US (United States)
Quin,2024-06-16 00:02:56,00:57:25,,Bridgerton: Season 3: Joining of Hands (Episode 7),,TCL Malone HDR10 Smart TV,00:57:37,00:57:37,US (United States)
Quin,2024-06-15 23:44:51,00:16:34,,Bridgerton: Season 3: Romancing Mister Bridgerton (Episode 6),,TCL Malone HDR10 Smart TV,01:03:40,01:03:40,US (United States)
Quin,2024-06-15 23:20:54,00:08:02,,Bridgerton: Season 3: Romancing Mister Bridgerton (Episode 6),,TCL Malone HDR10 Smart TV,00:47:46,Not latest view,US (United States)
Quin,2024-06-15 21:11:45,00:34:39,,Bridgerton: Season 3: Romancing Mister Bridgerton (Episode 6),,TCL Malone HDR10 Smart TV,00:39:46,Not latest view,US (United States)
Quin,2024-06-15 05:17:36,00:04:57,,Bridgerton: Season 3: Romancing Mister Bridgerton (Episode 6),,TCL Malone HDR10 Smart TV,00:05:09,Not latest view,US (United States)
Quin,2024-06-15 04:54:41,00:22:50,,Bridgerton: Season 3: Tick Tock (Episode 5),,TCL Malone HDR10 Smart TV,00:55:00,00:55:00,US (United States)
Quin,2024-06-15 04:13:36,00:32:13,,Bridgerton: Season 3: Tick Tock (Episode 5),,TCL Malone HDR10 Smart TV,00:32:14,Not latest view,US (United States)
Quin,2024-06-15 04:11:56,00:01:29,Autoplayed: user action: None; ,Season 3 Part 1 Recap: Bridgerton,RECAP,TCL Malone HDR10 Smart TV,00:01:29,00:01:29,US (United States)
Quin,2024-06-14 12:35:15,00:21:13,Autoplayed: user action: User_Interaction; ,Hierarchy: Limited Series: Secret: Within a Secret (Episode 2),,TCL Malone HDR10 Smart TV,00:25:50,Not latest view,US (United States)
Quin,2024-06-12 05:38:30,00:01:03,,Hierarchy: Limited Series: Secret: Within a Secret (Episode 2),,TCL Malone HDR10 Smart TV,00:04:39,Not latest view,US (United States)
Quin,2024-06-12 05:05:20,00:31:22,,Hierarchy: Limited Series: Newbie Party: Truth or Dare (Episode 1),,TCL Malone HDR10 Smart TV,00:51:49,00:51:49,US (United States)
Quin,2024-06-12 05:04:58,00:00:19,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: Hierarchy,HOOK,TCL Malone HDR10 Smart TV,00:00:19,Not latest view,US (United States)
Quin,2024-06-12 05:04:11,00:00:36,Autoplayed: user action: None; ,Season 2 Informative Clip: Perfect Match,HOOK,TCL Malone HDR10 Smart TV,00:00:36,00:00:36,US (United States)
Quin,2024-06-12 05:02:32,00:01:36,Autoplayed: user action: None; ,Trailer: Hit Man,TRAILER,TCL Malone HDR10 Smart TV,00:01:36,00:01:36,US (United States)
Quin,2024-06-02 20:36:49,00:00:05,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip 4: Geek Girl,HOOK,TCL Malone HDR10 Smart TV,00:00:05,Not latest view,US (United States)
Quin,2024-06-02 20:36:27,00:00:09,Autoplayed: user action: None; ,Trailer: Your Place or Mine,TRAILER,TCL Malone HDR10 Smart TV,00:00:09,00:00:09,US (United States)
Quin,2024-06-02 20:35:56,00:00:27,Autoplayed: user action: None; ,Derry Girls: Season 2 (Trailer),TRAILER,TCL Malone HDR10 Smart TV,00:00:27,00:00:27,US (United States)
Quin,2024-06-02 20:35:35,00:00:12,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip 4: Geek Girl,HOOK,TCL Malone HDR10 Smart TV,00:00:12,Not latest view,US (United States)
Quin,2024-06-02 20:35:14,00:00:05,Autoplayed: user action: None; ,Killing Eve: Season 1_hook_primary_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:05,00:00:05,US (United States)
Quin,2024-05-29 02:11:41,00:00:04,Autoplayed: user action: None; ,Trailer: Queen Charlotte: A Bridgerton Story,TRAILER,TCL Malone HDR10 Smart TV,00:00:04,00:00:04,US (United States)
Quin,2024-05-27 22:24:28,00:49:23,,Players,,TCL Malone HDR10 Smart TV,00:51:10,00:51:10,US (United States)
Quin,2024-05-27 22:24:21,00:00:04,Autoplayed: user action: None; ,Trailer: Players,TRAILER,TCL Malone HDR10 Smart TV,00:00:04,00:00:04,US (United States)
Quin,2024-05-27 22:24:06,00:00:13,Autoplayed: user action: None; ,The Crew (Hindi Movie)_hook_03_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:13,00:00:13,US (United States)
Quin,2024-05-27 22:23:36,00:00:15,Autoplayed: user action: None; ,Evil: Season 1_hook_03_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:15,00:00:15,US (United States)
Quin,2024-05-27 04:23:49,00:26:35,,Furies: Season 1: Broken heart > Bullet in the head (Episode 2),,TCL Malone HDR10 Smart TV,00:26:40,00:26:40,US (United States)
Quin,2024-05-27 03:46:15,00:37:16,,Furies: Season 1: I work for her (Episode 1),,TCL Malone HDR10 Smart TV,00:41:31,00:41:31,US (United States)
Quin,2024-05-27 03:45:55,00:00:03,,Furies: Season 1: Broken heart > Bullet in the head (Episode 2),,TCL Malone HDR10 Smart TV,00:00:03,Not latest view,US (United States)
Quin,2024-05-27 03:45:25,00:00:01,Autoplayed: user action: None; ,Killing Eve: Season 1: Nice Face (Episode 1),,TCL Malone HDR10 Smart TV,00:00:01,00:00:01,US (United States)
Quin,2024-05-25 20:59:48,00:23:18,,Furies: Season 1: Broken heart > Bullet in the head (Episode 2),,TCL Malone HDR10 Smart TV,00:23:23,Not latest view,US (United States)
Quin,2024-05-25 20:20:28,00:39:15,,Furies: Season 1: I work for her (Episode 1),,TCL Malone HDR10 Smart TV,00:41:32,Not latest view,US (United States)
Quin,2024-05-25 20:19:37,00:00:48,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: Furies,HOOK,TCL Malone HDR10 Smart TV,00:00:48,00:00:48,US (United States)
Quin,2024-05-25 20:19:05,00:00:29,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip: The Asunta Case,HOOK,TCL Malone HDR10 Smart TV,00:00:29,00:00:29,US (United States)
Quin,2024-05-25 20:18:49,00:00:06,Autoplayed: user action: None; ,"Season 1 Trailer 2: Thank You, Next",TRAILER,TCL Malone HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Quin,2024-05-25 20:16:48,00:00:06,Autoplayed: user action: None; ,Season 1 Trailer: Raising Voices,TRAILER,TCL Malone HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Quin,2024-05-25 20:16:34,00:00:06,Autoplayed: user action: None; ,Season 1 Informative Clip: Buying London,HOOK,TCL Malone HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Quin,2024-05-25 20:13:54,00:02:35,,Trailer: Queen Charlotte: A Bridgerton Story,TRAILER,TCL Malone HDR10 Smart TV,00:02:35,Not latest view,US (United States)
Quin,2024-05-25 20:12:28,00:01:02,Autoplayed: user action: None; ,Season 2 Trailer: Perfect Match,TRAILER,TCL Malone HDR10 Smart TV,00:01:02,00:01:02,US (United States)
Quin,2024-05-25 20:12:18,00:00:06,Autoplayed: user action: None; ,Teaser 1: Hierarchy,TEASER_TRAILER,TCL Malone HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Quin,2024-05-25 20:12:06,00:00:05,Autoplayed: user action: None; ,Crazy Rich Asians_hook_primary_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:05,00:00:05,US (United States)
Quin,2024-05-25 20:10:05,00:01:19,,Trailer: Art of Love,TRAILER,TCL Malone HDR10 Smart TV,00:01:19,00:01:19,US (United States)
Quin,2024-05-25 20:09:33,00:00:18,Autoplayed: user action: None; ,Art of Love,,TCL Malone HDR10 Smart TV,00:00:18,00:00:18,US (United States)
Quin,2024-05-25 20:00:49,00:00:15,Autoplayed: user action: None; ,Players,,TCL Malone HDR10 Smart TV,00:00:15,Not latest view,US (United States)
Quin,2024-05-25 20:00:28,00:00:08,Autoplayed: user action: None; ,In Good Hands 2,,TCL Malone HDR10 Smart TV,00:00:08,00:00:08,US (United States)
Quin,2024-05-25 19:59:21,00:00:27,Autoplayed: user action: None; ,Act Your Age: Season 1_hook_05_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:27,00:00:27,US (United States)
Quin,2024-05-25 19:58:28,00:00:47,Autoplayed: user action: None; ,Trailer: Players,TRAILER,TCL Malone HDR10 Smart TV,00:00:47,Not latest view,US (United States)
Quin,2024-05-21 01:38:39,00:05:37,Autoplayed: user action: User_Interaction; ,After Everything,,TCL Malone HDR10 Smart TV,00:05:55,00:05:55,US (United States)
Quin,2024-05-21 01:37:40,00:00:09,Autoplayed: user action: None; ,The Vow_hook_05_16x9,HOOK,TCL Malone HDR10 Smart TV,00:00:09,00:00:09,US (United States)
Quin,2024-05-21 01:18:05,00:19:00,,Mr. & Mrs. Smith,,TCL Malone HDR10 Smart TV,01:52:32,01:52:32,US (United States)
